Corpus;EjemploID;Búsqueda;DOCUMENTO;FECHA;Fecha_procesada;PROVINCIA;CONTEXTO_PRECEDENTE;FORMA;CONTEXTO_SIGUIENTE;Articulo_enca;Prep_anterior;Casa;Prep_posterior;Verbo;Observaciones
CHARTA;23;ca;CODCAR-0045 {h1ra:10};1252;1252;Sevilla;defiendo firmemientre que ninguno non sea osado de venir contra esta mi carta nin quebrantarla nin menguarla en ninguna cosa,;ca;cualquier que lo fiziesse avrié mi ira e pechar m'ié mill moravedís en coto a mí o a qui regnasse;No;NA;NA;NA;NA;
CHARTA;24;ca;CODCAR-0046 {h1ra:8};1252;1252;Sevilla;en sus bodegas nin en ninguna de sus cosas nin en ninguna de las cosas de la eglesia de Segovia,;ca;"aquel que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís; e a él, o a qui";No;NA;NA;NA;NA;
CHARTA;25;ca;CODCAR-0048 {h1ra:7};1252;1252;Badajoz;"Ferrando, mio padre, e de mio avuelo, que confirmé yo; e ninguno non les passe a ellos en ninguna cosa,";ca;el que lo fiziesse, a él me tornaría por ello. Dada en Badajoz, por mandado del rey, VIIII días de;No;NA;NA;NA;NA;
CHARTA;26;ca;CODCAR-0049 {h1ra:12};1252;1252;Badajoz;sea osado de prestar armas nin de fazer ayuda ninguna, de omnes nin de otra cosa, a los escolares peleadores,;ca;el que lo fiziesse avrié mi ira e pechar m'ié en coto cient moravedís e a él me tornaría por;No;NA;NA;NA;NA;
CHARTA;27;ca;CODCAR-0055 {h1ra:29};1253;1253;Sevilla;non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mil moravedís; e a él o a quien";No;NA;NA;NA;NA;
CHARTA;28;ca;CODCAR-0056 {h1ra:13};1253;1253;Sevilla;non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís; e a vós, o a quien";No;NA;NA;NA;NA;
CHARTA;29;ca;CODCAR-0060 {h1ra:11};1253;1253;Sevilla;non sea osado de ir contra esta carta d'este mi donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís e a vós, o a quien;No;NA;NA;NA;NA;
CHARTA;30;ca;CODCAR-0061 {h1ra:8};1253;1253;Sevilla;non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mil moravedís, e a vós, o a quien;No;NA;NA;NA;NA;
CHARTA;31;ca;CODCAR-0065 {h1ra:9};1253;1253;Sevilla;non sea osado de ir contra esta carta d'este mi donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís, e a vós, o a quien;No;NA;NA;NA;NA;
CHARTA;32;ca;CODCAR-0066 {h1ra:13};1253;1253;Sevilla;por servicio que me fiziestes e me fazedes. E defiendo firmemientre que ninguno non sea ossado de ir contra ello,;ca;cualquier que lo fiziesse e pecharié al rey en coto mill moravedís e a vós o a qui lo vuestro;No;NA;NA;NA;NA;
CHARTA;33;ca;CODCAR-0069 {h1ra:9};1253;1253;Sevilla;"non sea osado de ir contra esta carta d'este mio donadío, nin de quebrantarla nin de minguarla en ninguna cosa;";ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mil moravedís, e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;34;ca;CODCAR-0070 {h1ra:9};1253;1253;Sevilla;"non sea osado de ir contra esta carta d'este mio donadío, nin de quebrantarla nin de minguarla en ninguna cosa;";ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mil moravedís. E porque este mio donadío sea;No;NA;NA;NA;NA;
CHARTA;35;ca;CODCAR-0071 {h1ra:13};1253;1253;Sevilla;"sea osado de ir contra esta mi carta d'este mio donadío nin de quebrantarla nin de menguarla en nenguna cosa;";ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;36;ca;CODCAR-0072 {h1ra:8};1253;1253;Sevilla;"non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa;";ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mil moravedís, e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;37;ca;CODCAR-0073 {h1ra:12};1253;1253;Sevilla;"sea osado de ir contra esta mi carta d'este mi donadío nin de quebrantarla nin de minguarla en ninguna cosa;";ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ía en coto mill morabedís, e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;38;ca;CODCAR-0074 {h1ra:12};1253;1253;Sevilla;"sea osado de ir contra esta mi carta d'este mi donadío nin de quebrantarla nin de minguarla en ninguna cosa;";ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ía en coto mill morabedís, e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;39;ca;CODCAR-0075 {h1ra:9};1253;1253;Sevilla;non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mil moravedís; e a vós, o a quien";No;NA;NA;NA;NA;
CHARTA;40;ca;CODCAR-0076 {h1ra:12};1253;1253;Sevilla;"non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa;";ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;41;ca;CODCAR-0077 {h1ra:7};1253;1253;Sevilla;"non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa;";ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mil moravedís, e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;42;ca;CODCAR-0078 {h1ra:10};1253;1253;Sevilla;sea osado de ir contra esta mi carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mil moravedís; e a vós, o a quien";No;NA;NA;NA;NA;
CHARTA;43;ca;CODCAR-0081 {h1ra:8};1253;1253;Sevilla;mi tierra. E ninguno non les pendre sinon por su dedba propria o por fiadura que ellos mismos ayan fecha,;ca;quiquier que le fiziesse alguna contraria o daño pechar m´ié en coto mill moravedís e a ellos el daño doblado.;No;NA;NA;NA;NA;
CHARTA;44;ca;CODCAR-0082 {h1ra:7};1253;1253;Sevilla;non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís; e a vós, o a quien";No;NA;NA;NA;NA;
CHARTA;45;ca;CODCAR-0083 {h1ra:14};1253;1253;Sevilla;que ninguno non sea osado de ir contra este mio privilegio nin de contrallarle nin de menguarle en ninguna cosa,;ca;aquell que lo fiziesse o lo quisiesse fazer aya la ira de Dios omnipotent e descenda con Judas el traidor;No;NA;NA;NA;NA;
CHARTA;46;ca;CODCAR-0085 {h1ra:9};1253;1253;Sevilla;"non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa;";ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís, e a él o a quien;No;NA;NA;NA;NA;
CHARTA;47;ca;CODCAR-0086 {h1ra:7};1253;1253;Sevilla;"sea osado de ir contra esta carta de este mio donadío ni de quebrantarla ni de menguarla en ninguna cosa;";ca;cualquier que lo fiziés avrié mi ira e pechar m'ié en coto mill moravedís e a él o a quien;No;NA;NA;NA;NA;
CHARTA;48;ca;CODCAR-0088 {h1ra:15};1253;1253;Sevilla;non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís, e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;49;ca;CODCAR-0089 {h1ra:11};1253;1253;Sevilla;non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís, e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;50;ca;CODCAR-0090 {h1ra:13};1253;1253;Sevilla;non sea osado de ir contra esta carta d'este mio donadío nin de quebrantarla nin de menguarla en ninguna cosa,;ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill morabedís, e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;51;ca;CODCAR-0091 {h1ra:13};1253;1253;Sevilla;non sea osado de venir contra esta carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;cualquier que lo fiziesse avrié mi ira e pechar m'ié en coto mil morabedís, e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;52;ca;CODCAR-0095 {h1ra:5};1254;1254;Toledo;non sea osado de ir contra este privilegio d'este mio donadío nin de quebrantarle nin de minguarle en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedis; e a ellos, todo el daño";No;NA;NA;NA;NA;
CHARTA;53;ca;CODCAR-0097 {h1ra:8};1254;1254;Toledo;non sea osado de ir contra esta carta d'este mio donadío nin de crebantarla nin de minguarla en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mil moravedís; e a ellos, todo el daño";No;NA;NA;NA;NA;
CHARTA;54;ca;CODCAR-0098 {h1ra:9};1254;1254;Toledo;non sea osado de ir contra este privilegio d'este mio donadío nin de quebrantarle nin de minguarle en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís; e a ellos, todo el daño";No;NA;NA;NA;NA;
CHARTA;55;ca;CODCAR-0099 {h1ra:12};1254;1254;Toledo;non sea osado de ir contra este privilegio d'este mio donadío nin de <quebrantarlo> nin de minguarlo en ninguna cosa,;ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís e a ellos todo el daño;No;NA;NA;NA;NA;
CHARTA;56;ca;CODCAR-0100 {h1ra:6};1254;1254;Toledo;defiendo que ninguno non <sea osado> de ir contra esta carta nin de quebrantarla nin de minguarla en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pe<char m'ié en> coto mill moravedís; e a ellos, todo el daño";No;NA;NA;NA;NA;
CHARTA;57;ca;CODCAR-0104 {h1ra:5};1254;1254;Burgos;ninguno non sea osado de los contrallar nin de los embargar, a ellos nin a ningunas de todas sus cosas,;ca;aquel que lo fiziesse pechar m'ié en coto mill moravedís e a ellos todo el daño doblado. E porque este;No;NA;NA;NA;NA;
CHARTA;58;ca;CODCAR-0105 {h1ra:6};1254;1254;Burgos;quitas pora siempre jamás. E mando e defiendo que ninguno non sea osado de gelas embargar nin de gelas contrallar,;ca;"cual que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís; e a ellos, todo el daño";No;NA;NA;NA;NA;
CHARTA;59;ca;CODCAR-0106 {h1ra:4};1254;1254;Burgos;de demandarles portad<go> ni<ngun>o nin de prendarles nin de afincarles por ello, si non fuere en los tres logares sobredichos,;ca;cu<alquier que lo fiziesse pechar> m´ié en coto mill moravedís e a ellos todo el daño doblado. E porque este;No;NA;NA;NA;NA;
CHARTA;60;ca;CODCAR-0109 {h1ra:3};1255;1255;Burgos;infante doña Beatriz, entendiendo que todos los bienes vienen de Dios, e mayormientre a los reyes e a los poderosos,;ca;los bienes de los reyes en mano de Dios son, e entendiendo la grand mercet que Dios siempre fizo a;No;NA;NA;NA;NA;
CHARTA;61;ca;CODCAR-0110 {h1ra:3};1255;1255;Burgos;infante doña Beatriz, entendiendo que todos los bienes vienen de Dios e mayormientre a los reyes e a los poderosos,;ca;los bienes de los reyes en mano de Dios son, e entendiendo la grand mercet que Dios siempre fizo al;No;NA;NA;NA;NA;
CHARTA;62;ca;CODCAR-0112 {h1ra:3};1255;1255;Burgos;infante doña Beatriz, entendiendo que todos los bienes vienen de Dios e mayormientre a los reyes e a los poderosos,;ca;los bienes de los reyes en mano de Dios son, e entendiendo la grand mercet que Dios siempre fizo a;No;NA;NA;NA;NA;
CHARTA;63;ca;CODCAR-0113 {h1ra:6};1255;1255;Burgos;que nenguno non sea osado de venir contra esta mi carta nin de crebantarla nin de minguarla en nenguna cosa,;ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís e a vós o a quien;No;NA;NA;NA;NA;
CHARTA;64;ca;CODCAR-0115 {h1ra:7};1255;1255;Burgos;que ninguno non sea osado de ir contra este mio privilegio nin de crebantarle nin de minguarle en ninguna cosa,;ca;cualquiere que lo fiziessse avrié mi ira e pech<ar m'>ié en coto <mill moravedís. E porque> este privillegio sea firme;No;NA;NA;NA;NA;
CHARTA;65;ca;CODCAR-0117 {h1ra:7};1255;1255;León;que ninguno non sea osado de ir contra esta mi carta, nin de quebrantarla, nin de minguarla en ningua cosa,;ca;cualquiere que lo fiziesse avrié mi ira e pechar m'ía en coto quinientos moravedís, e al obispo e a la;No;NA;NA;NA;NA;
CHARTA;66;ca;CODCAR-0118 {h1ra:6};1255;1255;Palencia;los contrallar nin de les fazer fuerça nin tuerto nin mal ninguno, a ellos nin a ningunas de sus cosas,;ca;<aquel> que lo feziesse avrié mi ira e pechar m'ié en coto, a mí e a los que regnaren después;No;NA;NA;NA;NA;
CHARTA;67;ca;CODCAR-0119 {h1ra:4};1255;1255;Palencia;de lo que <e>llos me dieren, que el juez de Cuenca prenda siempre por fuero el sietmo de lo mío,;ca;non quiero yo que el sietmo que á sallir de lo mío que lo pechen las aldeas. E mando que;No;NA;NA;NA;NA;
CHARTA;68;ca;CODCAR-0119 {h1ra:5};1255;1255;Palencia;yo que el sietmo que á sallir de lo mío que lo pechen las aldeas. E mando que assí sea,;ca;yo sé que en tiempo de mio avuelo assí lo solié prender toda vía el juez que era de Cuenca.;No;NA;NA;NA;NA;
CHARTA;69;ca;CODCAR-0120 {h1ra:10};1255;1255;Palencia;defiendo que ninguno non sea osado de ir contra esta carta nin de quebrantarla nin de minguarla en ninguna cosa,;ca;aquel que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís. E porque esta carta sea firme;No;NA;NA;NA;NA;
CHARTA;70;ca;CODCAR-0122 {h1ra:14};1255;1255;Valladolid;"que nenguno non sea osado de ir contra este mio privilegio, nin de crebant<a>rlo nin de minguarlo en nenguna cosa;";Ca,;cualquier que lo fiziesse, avrié mi ira e pechar m'ié en coto mill moravedís en oro e al sobredicho concejo;No;NA;NA;NA;NA;
CHARTA;71;ca;CODCAR-0123 {h1ra:20};1255;1255;Valladolid;vós e ellos e por non venirdes depués a otras contiendas nin averdes a jurar nin caer en otras sentencias,;ca;lo ál semejaría que lo faziedes por asconder e por menoscabar los sus derechos a santa eglesia, ca aquel que;No;NA;NA;NA;NA;
CHARTA;72;ca;CODCAR-0123 {h1ra:21};1255;1255;Valladolid;otras sentencias, ca lo ál semejaría que lo faziedes por asconder e por menoscabar los sus derechos a santa eglesia,;ca;aquel que lo fiziesse o contra estas cosas sobredichas que yo mando viniesse, pesar m'ié e al cuerpo e a;No;NA;NA;NA;NA;
CHARTA;73;ca;CODCAR-0124 {h1ra:19};1255;1255;Valladolid;vós e ellos e por non venirdes depués a otras contiendas nin averdes a jurar nin caer en otras sentencias,;ca;lo ál semejaría que lo faciedes por asconder e por menoscabar los sus derechos a santa eglesia, ca quien quier;No;NA;NA;NA;NA;
CHARTA;74;ca;CODCAR-0124 {h1ra:20};1255;1255;Valladolid;otras sentencias, ca lo ál semejaría que lo faciedes por asconder e por menoscabar los sus derechos a santa eglesia,;ca;quien quier que lo feciesse o contra estas cosas sobredichas que yo mando veniesse pesar m'ié e al cuerpo e;No;NA;NA;NA;NA;
CHARTA;75;ca;CODCAR-0125 {h1ra:22};1255;1255;Valladolid;vós e ellos e por non venir depués a otras contiendas nin averles a jurar nin caer en otras sentencias,;ca;lo ál semejaría que lo faziedes por esconder e por furtar e por menoscabar los sus derechos a santa eglesia,;No;NA;NA;NA;NA;
CHARTA;76;ca;CODCAR-0125 {h1ra:23};1255;1255;Valladolid;lo ál semejaría que lo faziedes por esconder e por furtar e por menoscabar los sus derechos a santa eglesia,;ca;cualquiere que lo fiziesse o contra estas cosas sobredichas que yo mando viniesse pesarm'ié e al cuerpo e a cuanto;No;NA;NA;NA;NA;
CHARTA;77;ca;CODCAR-0126 {h1ra:11};1255;1255;Valladolid;sea osado de ir contra este mio privilegio d'este mio donadío nin de quebrantarle nin de menguarle en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto diez mill moravedís; e al concejo de Valladolit";No;NA;NA;NA;NA;
CHARTA;78;ca;CODCAR-0127 {h1ra:10};1255;1255;Valladolid;non sea osado de ir contra este privilegio d'este mio donadío nin de quebrantarle nin de minguarle en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto diez mill moravedís; e al concejo de Valladolit";No;NA;NA;NA;NA;
CHARTA;79;ca;CODCAR-0128 {h1ra:11};1255;1255;Valladolid;sea osado de ir contra esta mi carta d'este mio donadío nin de quebrantarla nin de minguarla en ninguna cosa,;ca;"aquel que lo fiziesse avrié mi ira e pechar m'ía en coto mill moravedís; e a él, todo el daño";No;NA;NA;NA;NA;
CHARTA;80;ca;CODCAR-0129 {h1ra:10};1255;1255;Valladolid;non sea osado de ir contra esta carta d'este mio donadío nin de crebantarla nin de minguarla en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís; e a él, todo el daño";No;NA;NA;NA;NA;
CHARTA;81;ca;CODCAR-0132 {h1ra:11};1255;1255;Valladolid;non sea osado de ir contra esta carta d'este mio donadío, nin de crebantarla nin de minguarla en ninguna cosa,;ca;"cualquiere que lo fiziesse avrié mi ira e pechar m'ié en coto mill moravedís; e a él todo el daño";No;NA;NA;NA;NA;
CHARTA;82;ca;CODCAR-0133 {h1ra:4};1255;1255;Valladolid;mercet que les non demandasse empréstido d'aquí adelantre e que los guardasse, que non metiesse costumbre mala nin desguisada sobr'ellos,;ca;era cosa de que les podrié venir grande daño e grande desafuero. E cuemo quier que los otros reyes que;No;NA;NA;NA;NA;
CHARTA;83;ca;CODCAR-0135 {h1ra:3};1255;1255;Valladolid;infante doña Beatriz, entendiendo que todos los bienes vienen de Dios, e mayormientre a los reyes e a los poderosos,;ca;"los bienes de los reyes en mano de Dios son; e entendiendo la grant merced que Dios siempre fizo al";No;NA;NA;NA;NA;
CHARTA;84;ca;CODCAR-0136 {h1ra:8};1255;1255;Valladolid;porque el diezmo es debdo que devemos dar a nuestro señor, ninguno non se puede escusar de non lo dar,;ca;si los moros e los judíos e los gentiles, que son de otras leyes e que non an conocencia de;No;NA;NA;NA;NA;
CHARTA;85;ca;CODCAR-0138 {h1ra:3};1255;1255;Valladolid;infante doña Beatriz, entendiendo que todos los bienes vienen de Dios, e mayormientre a los reyes e a los poderosos,;ca;los bienes de los reyes en mano de Dios son, e entendiendo la grant mercet que Dios siempre fizo a;No;NA;NA;NA;NA;
CHARTA;86;ca;CODCAR-0139 {h1ra:10};1255;1255;Valladolid;porque el diezmo es debdo que devemos dar a nuestro señor, ninguno non se puede escusar de non lo dar,;ca;si los moros e los judíos e los gentiles, que son de otras leyes e que non an coñocencia de;No;NA;NA;NA;NA;
CHARTA;87;ca;CODCAR-0140 {h1ra:10};1255;1255;Burgos;porque el diezmo es debdo que devemos dar a nuestro señor, ninguno non se puede escusar de non lo dar,;ca;si los moros e los judíos e los gentiles, que son de otras leyes e que non an coñocencia de;No;NA;NA;NA;NA;
CHARTA;88;ca;CODCAR-0141 {h1ra:10};1255;1255;Burgos;porque el diezmo es debdo que devemos dar a nuestro señor, ninguno non se puede escusar de non lo dar,;ca;si los moros e los judíos e los gentiles que son de otras leyes e que non an coñocencia de;No;NA;NA;NA;NA;
CHARTA;89;ca;CODCAR-0142 {h1ra:4};1255;1255;Burgos;que fío. Yo vos embíe rogar que me fiziéssedes servicio como amigos e naturales de mí e de mio liñage,;ca;lo avía mester pora debda de mio padre, que tanto bien fizo a vós e a vuestras eglesias, que deve;No;NA;NA;NA;NA;
CHARTA;90;ca;CODCAR-0144 {h1ra:2};1255;1255;Burgos;infante doña Beatriç, entendiendo que todos los bienes vienen de Dios, e mayormientre a los reyes e a los poderosos,;ca;"los bienes de los reyes en mano de Dios son; e entendiendo la grand merced que Dios siempre fizo a";No;NA;NA;NA;NA;
